<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.08.19	17:00:00	224.30	224.44	222.99	224.16	7940	0	11
2024.08.19	18:00:00	224.14	224.68	223.68	223.79	4307	0	11
2024.08.19	19:00:00	223.79	224.41	223.74	224.31	2250	0	11
2024.08.19	20:00:00	224.32	224.37	223.70	224.25	2178	0	11
2024.08.19	21:00:00	224.25	224.86	224.21	224.73	1797	0	11
2024.08.19	22:00:00	224.73	225.89	224.61	225.76	3617	0	11
2024.08.20	16:00:00	225.78	227.10	225.37	226.97	5403	0	11
2024.08.20	17:00:00	226.97	226.99	225.65	225.89	9400	0	11
2024.08.20	18:00:00	225.89	226.92	225.79	226.87	5674	0	11
2024.08.20	19:00:00	226.87	227.03	226.41	226.46	3424	0	11
2024.08.20	20:00:00	226.46	226.73	226.04	226.70	3001	0	11
2024.08.20	21:00:00	226.69	227.05	226.47	226.47	2297	0	11
2024.08.20	22:00:00	226.47	226.87	226.14	226.46	3855	0	11
2024.08.21	16:00:00	226.45	227.01	225.85	227.00	4564	0	11
2024.08.21	17:00:00	227.00	227.92	225.81	226.20	7879	0	11
2024.08.21	18:00:00	226.20	226.92	225.69	226.13	4163	0	11
2024.08.21	19:00:00	226.13	226.44	225.55	226.35	3652	0	11
2024.08.21	20:00:00	226.35	226.40	225.77	226.09	2077	0	11
2024.08.21	21:00:00	226.09	226.52	225.80	226.36	3660	0	11
2024.08.21	22:00:00	226.36	226.50	225.14	225.95	4945	0	11
2024.08.22	16:00:00	227.55	228.27	226.63	227.88	5684	0	11
2024.08.22	17:00:00	227.88	228.23	226.30	226.73	9625	0	11
2024.08.22	18:00:00	226.73	227.14	224.86	225.44	8493	0	11
2024.08.22	19:00:00	225.43	226.55	225.26	225.44	7022	0	11
2024.08.22	20:00:00	225.43	225.75	223.95	224.32	7124	0	11
2024.08.22	21:00:00	224.32	224.86	223.85	224.34	6187	0	11
2024.08.22	22:00:00	224.33	224.88	223.98	224.54	8655	0	11
2024.08.23	16:00:00	225.60	227.33	225.46	226.96	4974	0	11
2024.08.23	17:00:00	226.97	228.15	225.45	226.16	11506	0	11
2024.08.23	18:00:00	226.16	226.68	225.14	225.76	7992	0	11
2024.08.23	19:00:00	225.76	225.85	224.26	225.24	7662	0	11
2024.08.23	20:00:00	225.24	226.46	225.07	226.15	5148	0	11
2024.08.23	21:00:00	226.15	226.64	226.05	226.41	3397	0	11
2024.08.23	22:00:00	226.41	227.10	226.14	226.68	5685	0	11
2024.08.26	16:00:00	226.74	226.90	225.97	226.27	5905	0	11
2024.08.26	17:00:00	226.27	226.65	223.84	224.75	10954	0	11
2024.08.26	18:00:00	224.75	225.34	224.46	224.81	7619	0	11
2024.08.26	19:00:00	224.81	226.17	224.57	226.13	4486	0	11
2024.08.26	20:00:00	226.13	226.37	225.38	225.53	5221	0	11
2024.08.26	21:00:00	225.53	226.28	225.41	226.27	5020	0	11
2024.08.26	22:00:00	226.27	227.21	226.05	227.17	6293	0	11
2024.08.27	16:00:00	227.17	227.17	224.80	226.67	5384	0	11
2024.08.27	17:00:00	226.68	228.26	226.67	228.24	10727	0	11
2024.08.27	18:00:00	228.24	228.79	227.92	228.10	6844	0	11
2024.08.27	19:00:00	228.09	228.42	227.47	228.02	4527	0	11
2024.08.27	20:00:00	228.02	228.61	227.78	228.47	3628	0	11
2024.08.27	21:00:00	228.47	228.53	228.20	228.37	3474	0	11
2024.08.27	22:00:00	228.37	228.38	227.70	228.02	5066	0	11
2024.08.28	16:00:00	228.02	229.57	227.81	228.52	5642	0	11
2024.08.28	17:00:00	228.52	229.79	227.36	227.43	7540	0	11
2024.08.28	18:00:00	227.41	227.65	226.20	226.76	6546	0	11
2024.08.28	19:00:00	226.76	227.51	226.59	227.45	4705	0	11
2024.08.28	20:00:00	227.45	227.70	225.72	225.82	4445	0	11
2024.08.28	21:00:00	225.82	227.16	225.60	227.12	4347	0	11
2024.08.28	22:00:00	227.12	227.58	226.19	226.33	6785	0	11
2024.08.29	16:00:00	226.30	231.59	226.30	231.48	6465	0	11
2024.08.29	17:00:00	231.48	232.66	230.27	232.31	7996	0	11
2024.08.29	18:00:00	232.31	232.86	231.44	231.61	4643	0	11
2024.08.29	19:00:00	231.61	232.64	231.54	232.48	3417	0	11
