<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.19	23:15:00	4338.92	4339.40	4336.89	4337.74	1248	0	9
2025.12.19	23:30:00	4337.74	4338.72	4336.61	4338.21	987	0	9
2025.12.19	23:45:00	4338.17	4338.81	4337.90	4338.50	471	0	9
2025.12.22	01:00:00	4340.79	4345.66	4340.22	4344.92	1183	0	9
2025.12.22	01:15:00	4344.77	4349.15	4344.06	4348.69	1617	0	9
2025.12.22	01:30:00	4348.65	4350.28	4347.21	4348.32	1074	0	9
2025.12.22	01:45:00	4348.32	4356.28	4348.30	4355.30	2067	0	9
2025.12.22	02:00:00	4355.30	4364.92	4355.30	4359.73	3183	0	9
2025.12.22	02:15:00	4359.73	4365.27	4358.91	4363.32	1990	0	9
2025.12.22	02:30:00	4363.32	4366.32	4361.88	4361.99	1733	0	9
2025.12.22	02:45:00	4361.99	4365.51	4361.83	4364.97	1401	0	9
2025.12.22	03:00:00	4365.08	4372.81	4362.80	4364.75	5261	0	9
2025.12.22	03:15:00	4364.75	4370.18	4361.36	4367.98	3692	0	9
2025.12.22	03:30:00	4367.99	4384.05	4367.87	4381.89	4380	0	9
2025.12.22	03:45:00	4381.88	4384.91	4379.81	4383.02	4208	0	9
2025.12.22	04:00:00	4383.02	4384.23	4378.59	4380.66	3279	0	9
2025.12.22	04:15:00	4380.66	4382.36	4378.90	4378.92	1927	0	9
2025.12.22	04:30:00	4378.92	4385.80	4378.66	4384.09	3397	0	9
2025.12.22	04:45:00	4384.09	4388.74	4382.23	4385.97	3542	0	9
2025.12.22	05:00:00	4386.04	4390.08	4384.30	4386.74	2971	0	9
2025.12.22	05:15:00	4386.74	4390.98	4385.47	4389.12	2491	0	9
2025.12.22	05:30:00	4389.12	4392.04	4388.03	4391.67	1879	0	9
2025.12.22	05:45:00	4391.67	4394.92	4391.57	4392.69	1758	0	9
2025.12.22	06:00:00	4392.76	4396.71	4391.38	4396.60	1878	0	9
2025.12.22	06:15:00	4396.64	4397.51	4393.27	4394.84	1684	0	9
2025.12.22	06:30:00	4394.84	4396.04	4394.06	4395.23	1245	0	9
2025.12.22	06:45:00	4395.23	4401.29	4394.93	4398.50	1827	0	9
2025.12.22	07:00:00	4398.49	4403.71	4396.83	4401.18	1916	0	9
2025.12.22	07:15:00	4401.18	4405.42	4398.71	4404.99	2067	0	9
2025.12.22	07:30:00	4404.99	4409.51	4397.27	4401.37	5659	0	9
2025.12.22	07:45:00	4401.43	4406.78	4399.93	4400.15	3881	0	9
2025.12.22	08:00:00	4400.16	4405.03	4398.99	4403.73	3498	0	9
2025.12.22	08:15:00	4403.73	4405.38	4399.95	4401.12	2817	0	9
2025.12.22	08:30:00	4401.12	4409.32	4400.20	4408.48	2927	0	9
2025.12.22	08:45:00	4408.49	4420.16	4408.12	4419.59	4125	0	9
2025.12.22	09:00:00	4419.59	4420.48	4410.33	4413.01	3081	0	9
